"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-VARPA_RS13440",111.914447929637,-0.0731421542426861,0.279495798142726,-0.261693215886328,0.793557971256657,0.968809721855515
"gene-VARPA_RS13535",1744.98251441372,-0.498481917710573,0.371024554546918,-1.34352810778063,0.179101030893189,0.679868184494269
"gene-VARPA_RS25525",490.362474899472,0.243049295793115,0.175567132670415,1.38436672112987,0.166246193509608,0.65835908774049
"gene-VARPA_RS27465",783.451827137812,-0.384574170813475,0.298332018818376,-1.28908111283759,0.197369888971965,0.703665002245066
"gene-VARPA_RS22345",70.4033459924146,-0.359803916723599,0.308292246335138,-1.16708714215428,0.243175179820853,0.750884370154896
"gene-VARPA_RS04725",4145.24708567506,0.179171382668847,0.283585998031499,0.631806167838179,0.527513542822409,0.907554056548253
"gene-VARPA_RS04950",2444.5193631044,-0.0362949710758115,0.13446373488155,-0.269923865403442,0.787218826478942,0.968212782045209
"gene-VARPA_RS10005",88.92525910378,0.68687804479476,0.358947270859672,1.91359038097629,0.0556725150823483,0.432033010426657
"gene-VARPA_RS01230",2502.37677647085,0.681035208158277,0.884487386612766,0.769977298112041,0.441313359324793,0.882822057699465
"gene-VARPA_RS12935",1694.23897459002,0.0187061861245074,0.184454346721931,0.101413636799285,0.919222111684357,0.991489782997758
"gene-VARPA_RS03750",1962.32907796277,0.00689661377424685,0.20644265384022,0.0334069226778329,0.973350089246858,0.998388613649957
"gene-VARPA_RS05105",3994.88302707612,-0.0739667209830012,0.261606207639692,-0.282740695071254,0.777375618363207,0.966431740470784
"gene-VARPA_RS02410",12572.8519413258,-0.237535384851937,0.160493227554223,-1.48003369657256,0.138864254266093,0.610597275692662
"gene-VARPA_RS11590",371.660495717192,0.343419903793446,0.236601030842801,1.45147255939733,0.146648317874921,0.62431764443712
"gene-VARPA_RS26860",10130.6048178801,-0.587759579063104,0.905201137544454,-0.649313787494262,0.516135575790446,0.906208309111526
"gene-VARPA_RS04305",841.595836199524,0.210282738248706,0.10768779829372,1.95270719227778,0.0508543009709447,0.411981278511299
"gene-VARPA_RS07740",2292.93326161399,-0.00828592095858077,0.0840211965208404,-0.098617031197902,0.921442346998817,0.991874480573836
"gene-VARPA_RS13720",154.043000031767,-0.488057016995999,0.205988899192027,-2.36933649779361,0.0178200322231853,0.243533275288715
"gene-VARPA_RS02660",4039.46822096536,0.19959401864154,0.385432890003525,0.517843764292441,0.604567280780581,0.927788969536002
"gene-VARPA_RS12805",4271.67268448111,-0.400272373577759,0.210279824473541,-1.90352248286247,0.0569724028635425,0.434937920966953
"gene-VARPA_RS17410",92.3827569270931,0.574959279299573,0.241274751967223,2.38300640498713,0.0171718955562692,0.243533275288715
"gene-VARPA_RS10760",851.324835067107,0.0638728862936158,0.158341445527429,0.403387035408562,0.686663522690507,0.950031642674143
"gene-VARPA_RS01985",1217.33983810454,-0.235828540436013,0.141050962071715,-1.67193854598532,0.0945364408637201,0.53523263135625
"gene-VARPA_RS16545",53321.9180802,-0.222973800644413,0.21051254144164,-1.0591948542231,0.28951104806755,0.798400881517707
"gene-VARPA_RS08825",25724.4050604175,-0.04546112528404,0.396536639346391,-0.114645459645225,0.908726145654558,0.98936676331521
"gene-VARPA_RS30395",133.401148734214,-0.29611944709479,0.28026476646197,-1.05657036677484,0.29070771063933,0.798615609040811
"gene-VARPA_RS15895",16081.7666787871,0.0869372732081107,0.392518535216203,0.221485778143508,0.824714209037927,0.975228579867622
"gene-VARPA_RS22165",263.648846423533,0.152522244669433,0.269758264939639,0.565403416661066,0.571799401169984,0.917559827556736
"gene-VARPA_RS08720",2827.42013505198,0.214692155284911,0.155372566800226,1.38178933196718,0.167036395581039,0.659030111097472
"gene-VARPA_RS31710",3518.77704538681,0.21920552249158,0.128503950188113,1.70582711403573,0.0880402732775084,0.521156932230926
"gene-VARPA_RS29570",535.353985051348,0.329048723123788,0.268225133590384,1.22676319970182,0.219911606068538,0.725183210604312
"gene-VARPA_RS02150",4061.71712108148,0.129564431527637,0.185979446093276,0.696659949522895,0.486015628700431,0.901403370471489
"gene-VARPA_RS07585",5843.16376212884,-0.0738563823764566,0.0682432860953053,-1.08225126019448,0.27914089683992,0.789376197190246
"gene-VARPA_RS00150",6194.57625610733,-0.357915845111238,0.367878421762212,-0.972918833881988,0.330593643631542,0.823082279022211
"gene-VARPA_RS16160",1733.63240569053,0.151707377397817,0.241888282487443,0.627179522041099,0.530541564951316,0.909048038542823
"gene-VARPA_RS07525",4078.66898711645,0.096110127217727,0.0719019500196784,1.33668318023952,0.181326074481199,0.68398324112139
"gene-VARPA_RS25765",17208.5641801879,0.21457956260959,0.202690357481992,1.05865698435435,0.289756024803032,0.798400881517707
"gene-VARPA_RS06210",4273.96393181273,-0.172012587044734,0.26829654018218,-0.641128606906124,0.521439129436779,0.907204045937907
"gene-VARPA_RS22545",1096.52373615551,-1.3924603679933,0.774171911225655,-1.79864491051966,0.0720748683830127,0.478170712708446
"gene-VARPA_RS18020",22449.2857606359,0.374444325597836,0.42571148681485,0.879572990617208,0.379090675928577,0.851702463369211
"gene-VARPA_RS24025",11904.0612875176,-0.321504424849898,0.196905580124967,-1.63278473187938,0.102514279331217,0.548442290134329
"gene-VARPA_RS05920",2805.06547673938,-0.0652212746877132,0.17754585420425,-0.367348902513274,0.713358781029965,0.957142485509865
"gene-VARPA_RS22375",9340.62878609047,-0.134885761858218,0.180093682557926,-0.748975532858197,0.453871952555523,0.887643459781661
"gene-VARPA_RS20110",2687.52315556576,-0.0499448940257359,0.33847538991119,-0.147558420831838,0.882691271163372,0.986760506383924
"gene-VARPA_RS15635",616.46939599763,0.0471973681376825,0.111802228206236,0.422150514304777,0.672915158966605,0.943739840055023
"gene-VARPA_RS04195",2006.29399887163,-0.0825852899916326,0.200521907204142,-0.411851708090709,0.680448118674308,0.946218713502777
"gene-VARPA_RS02120",4575.06852810864,-0.605399061313496,0.35735387716226,-1.69411639275039,0.0902431679082067,0.526080623112283
"gene-VARPA_RS26875",1494.58108469052,0.156264568378485,0.148199252657895,1.05442210791176,0.291689704913621,0.798615609040811
"gene-VARPA_RS12625",5492.33050458092,0.0486645078380255,0.351335961017094,0.138512743463963,0.88983519886653,0.987117209596131
"gene-VARPA_RS04155",356.185428399722,0.0317819837135935,0.267631499561441,0.118752776730966,0.905471222554912,0.988936625585387
"gene-VARPA_RS12515",5622.87913635921,-0.347269834162903,0.203405057687351,-1.70728219893471,0.0877696131353187,0.521156932230926
"gene-VARPA_RS19835",5404.75801220911,-0.169096188386672,0.132307200989716,-1.27805733264523,0.201229211767285,0.707496809823872
"gene-VARPA_RS22785",4802.74682114057,-1.30090730428567,0.509311630787616,-2.5542462132151,0.0106417976182404,0.188547614271413
"gene-VARPA_RS13565",12048.965657549,-0.112720364756062,0.124242188107221,-0.907263196771653,0.36426763133468,0.844398874391027
"gene-VARPA_RS02780",301.225791883401,0.270304935864974,0.15837136307931,1.70677912098041,0.0878631145874833,0.521156932230926
"gene-VARPA_RS15730",318.541153759903,0.328842946130255,0.210841403005603,1.55966969220707,0.118837957852817,0.581367295276872
"gene-VARPA_RS09820",8063.06910738868,-0.146011321189442,0.295716926552849,-0.493753681574759,0.621480148392484,0.930216501095871
"gene-VARPA_RS02940",5432.48759203224,0.26723192558984,0.174163697283154,1.53437214389964,0.124938126532469,0.587990057993434
"gene-VARPA_RS18545",7586.02387435554,0.637232990608948,0.503462177564133,1.26570181238247,0.205619859224491,0.710161156937479
"gene-VARPA_RS01650",38981.9460940619,-0.549766430442333,0.311581340367781,-1.76443951936725,0.0776580095514362,0.496615551526382
"gene-VARPA_RS11285",5194.14805209289,-0.0465319125249484,0.272641671366125,-0.170670581249708,0.864482796151633,0.982759834689081
"gene-VARPA_RS25870",221.985027278825,0.176456355131347,0.195945737354772,0.900536840012302,0.367834629294986,0.84532816290145
"gene-VARPA_RS31145",1255.66120486562,-0.0824666154150541,0.209193986148195,-0.394211214832122,0.693425106487516,0.952223787191857
"gene-VARPA_RS20725",944.867169546807,0.287713240650321,0.144734982303507,1.98786247851947,0.0468269014995039,0.397902078812392
"gene-VARPA_RS26650",837.66990044713,0.420530644766344,0.151006816528173,2.78484544231079,0.00535532431017402,0.125527134803457
"gene-VARPA_RS12000",1341.54570964008,0.478934524574049,0.319972703962846,1.49679806634275,0.134445809600773,0.605618962087921
"gene-VARPA_RS30655",2732.58035442186,-0.0442795199057824,0.264145330156521,-0.167633173297231,0.866871871958921,0.983920071835738
"gene-VARPA_RS14190",2074.8410696224,0.093058618271944,0.214645573075317,0.433545481225884,0.664618532082688,0.942436795099062
"gene-VARPA_RS24175",2307.61727369585,-0.132501292639018,0.17718730096269,-0.747803549797958,0.454578660638811,0.887643459781661
"gene-VARPA_RS11805",563.772538388111,-0.116471455230242,0.0872416905822751,-1.33504353770404,0.181862097341086,0.684082278889431
"gene-VARPA_RS03170",2372.76951160788,0.0593525404691049,0.454744713736152,0.130518373663915,0.896156318399725,0.987877622675695
"gene-VARPA_RS01905",3187.36170301322,0.459789481904217,0.463469831131582,0.992059139602722,0.321168677201395,0.818568087474866
"gene-VARPA_RS16500",17422.7109897296,-0.788499119059108,0.327068025129614,-2.41081077475132,0.0159171042278122,0.237338207594903
"gene-VARPA_RS25760",16995.4261246669,0.27711487111881,0.181426120009118,1.52742543964939,0.126655254540073,0.590992450309373
"gene-VARPA_RS01370",81.5050575052259,0.387857781009971,0.245495312215535,1.5798989296767,0.114130014398042,0.57347497334667
"gene-VARPA_RS16785",6476.32550335261,-0.0408355840625968,0.120436548182834,-0.339063055847504,0.73456222880708,0.960366092744813
"gene-VARPA_RS03400",450.407473945994,0.24250821827663,0.372393717047143,0.651214580631416,0.514907979470977,0.904844127285054
"gene-VARPA_RS26765",711.013622834118,-0.0277640810350823,0.162009045687973,-0.171373647176192,0.863929974736117,0.982410582709531
"gene-VARPA_RS02585",1193.72714672553,-0.146912251110023,0.178683036071706,-0.822194732862422,0.410966076015708,0.871232855280487
"gene-VARPA_RS02490",237.003129257317,-0.608821820971237,0.340172064164673,-1.78974667560154,0.0734946451172354,0.48385982752593
"gene-VARPA_RS00265",4813.75881368585,0.20594166563703,0.175193524808039,1.17550957355691,0.239790909309584,0.747284240910985
"gene-VARPA_RS05115",7364.5460977396,-0.127285219434366,0.157946349453012,-0.805876298345424,0.420314178825915,0.873282415246823
"gene-VARPA_RS20270",6557.73682401328,0.0010338910091849,0.391600943579844,0.00264016475479738,0.997893455751439,0.999495109710836
"gene-VARPA_RS07105",1004.87900022544,0.139480862230059,0.15120532911952,0.922459962504406,0.356288705078154,0.84108432956979
"gene-VARPA_RS00385",2330.20260119942,0.0560085230662655,0.291341970613512,0.192243235495119,0.847551680433178,0.979736451111707
"gene-VARPA_RS21180",816.675994543771,0.0351049143570656,0.132590175520597,0.264762560417701,0.791192380333405,0.968728231530169
"gene-VARPA_RS29100",4004.96998668477,0.058384197766627,0.188547345913145,0.309652716053198,0.756825063585341,0.963322561077381
"gene-VARPA_RS28925",1002.73237553274,-0.0530602568563341,0.937130978917006,-0.0566198941770692,0.954847986703879,0.996462841019755
"gene-VARPA_RS07180",6067.00043821622,0.437090385353745,0.206330349158979,2.11840084183139,0.0341411346481182,0.338406738484106
"gene-VARPA_RS04395",1163.9824727716,0.038813056955627,0.183518463585863,0.211494016445203,0.83250180080543,0.975928796921256
"gene-VARPA_RS09405",9389.0980538855,-0.274689450217437,0.248266112098743,-1.10643151373066,0.26853979168868,0.782245505383273
"gene-VARPA_RS13795",1615.35230133719,-0.158801210053979,0.166475087904736,-0.953903746516422,0.340132366867895,0.825555206203403
"gene-VARPA_RS30405",2631.89859509842,0.113769718552239,0.334496415625735,0.340122384688076,0.733764365079472,0.960366092744813
"gene-VARPA_RS02990",395.296491374454,0.240427323430383,0.140865518565349,1.70678620203884,0.0878617979534397,0.521156932230926
"gene-VARPA_RS06030",1331.96343828495,0.23455209592957,0.317667534470555,0.738357151669558,0.460297445219173,0.888620052504512
"gene-VARPA_RS02015",797.188178872539,-0.126059683652113,0.441598591112324,-0.285462150897236,0.775290097743756,0.966430824378287
"gene-VARPA_RS02230",15547.1137296319,-0.103464790491618,0.138680733569413,-0.746064632257164,0.455628372952991,0.887643459781661
"gene-VARPA_RS10405",114.988301127826,0.290143207069138,0.321976110277646,0.901132717017241,0.367517759396839,0.84532816290145
"gene-VARPA_RS03490",123.743320085795,0.126498640832674,0.256531530695128,0.493111472456811,0.621933825060744,0.930216501095871
"gene-VARPA_RS24045",7567.40628313042,0.0566273520090287,0.149188259938086,0.379569759929699,0.70426481179268,0.954571805962167
"gene-VARPA_RS18185",89400.6625567426,-0.136472864592591,0.492594065014273,-0.277049348104989,0.781742214271466,0.966712492558925
"gene-VARPA_RS16645",1966.40557520463,-0.0731259583902573,0.48786279972147,-0.149890416797522,0.880851072586694,0.986658025522917
"gene-VARPA_RS21605",11136.3680162293,-0.121806220075398,0.486545582130558,-0.250349041382751,0.802317434067914,0.972567363287035
"gene-VARPA_RS07735",4435.07551842239,-0.16966645482415,0.129481891332376,-1.31034890731262,0.190077829479801,0.695855204423594
"gene-VARPA_RS16220",2413.55844923463,0.127501490490908,0.132583142393748,0.961671960619633,0.336214411428512,0.825555206203403
"gene-VARPA_RS19900",4546.68097619392,0.376484963992305,0.169533503794046,2.2207112786961,0.0263705230350735,0.299393141518257
"gene-VARPA_RS20090",1568.62963333118,-0.637960345637023,0.213117308116575,-2.99347036275467,0.00275824296150014,0.0843434294420144
"gene-VARPA_RS07335",5794.98767881064,-0.00534564856071953,0.257802411459646,-0.0207354482467914,0.983456691481271,0.998388613649957
"gene-VARPA_RS05190",1001.86926782506,0.27520644040779,0.153719629204982,1.79031423528096,0.0734034090706137,0.483815314012987
"gene-VARPA_RS01095",4954.00785307332,0.235346720946735,0.259095714007028,0.908338919648634,0.363699185849331,0.843849645018958
"gene-VARPA_RS21885",247.963237595149,0.0490769179811247,0.182667715823517,0.26866771591177,0.788185397556296,0.968212782045209
"gene-VARPA_RS03600",2407.2142267899,0.239549597941697,0.29716638033678,0.806112715947928,0.420177860222626,0.873282415246823
"gene-VARPA_RS06275",17074.6221581909,-0.135372105634072,0.120122668389568,-1.12694887192356,0.259764098562036,0.771692618039526
"gene-VARPA_RS03775",4912.82447295288,0.167705294667714,0.175694530868307,0.954527689842656,0.33981659994098,0.825555206203403
"gene-VARPA_RS29505",18659.4359670154,-0.449643171613432,0.378091146113984,-1.18924544051047,0.234343098022716,0.740263671992052
"gene-VARPA_RS20610",2386.17707836753,0.0648180798133185,0.121966451291275,0.531441877066036,0.595112608549313,0.92421788798374
"gene-VARPA_RS20945",9331.51995763093,0.0326328384442401,0.393504834466273,0.0829286849512316,0.933908245300366,0.993781252466819
"gene-VARPA_RS00315",799.300669811992,-0.102950694353147,0.335328241596307,-0.307014684665559,0.758832194912159,0.963345555885847
"gene-VARPA_RS28285",2875.34297109644,0.13075350759007,0.327950283678878,0.398699175141135,0.69011487572548,0.951533992073768
"gene-VARPA_RS09865",6445.94369910478,-0.228235672051428,0.1935615299146,-1.17913757011595,0.238343400456588,0.745344057455824
"gene-VARPA_RS01780",4325.84011713085,0.528523454356901,1.4915244517657,0.354351183268383,0.723075714163159,0.959261529194845
"gene-VARPA_RS14600",392.291022133619,0.073720677075907,0.242665304214573,0.303795704600278,0.761283539410567,0.963345555885847
"gene-VARPA_RS03085",730.970581437199,0.855105754030643,0.322446834659422,2.65192789048102,0.00800336324086345,0.162330842299533
"gene-VARPA_RS06480",1705.77470667624,-0.704986148675902,0.144655344699766,-4.87355755944663,1.09606313453319e-06,0.000499334271978593
"gene-VARPA_RS26675",6342.95774957347,-0.151963966667235,0.414149219701608,-0.366930467179738,0.713670884642867,0.957142485509865
"gene-VARPA_RS23845",28839.1395131057,-0.0529546633580244,0.357672759783369,-0.148053386537172,0.882300636084214,0.986760506383924
"gene-VARPA_RS10965",4949.97970119638,-0.211188209677002,0.128019891723437,-1.64965152550851,0.0990142299954545,0.540391481108342
"gene-VARPA_RS18060",5645.77089862074,-0.175187890110024,0.197325264376012,-0.887812772804379,0.374641471131353,0.848722986951729
"gene-VARPA_RS12250",550.362678283787,-0.272895324402197,0.181594944380698,-1.50276939334884,0.132898521065264,0.602061101062934
"gene-VARPA_RS01630",4412.77961857623,0.360007892360978,1.03133492781376,0.349069814908845,0.727036897149106,0.959905715635294
"gene-VARPA_RS05635",394.913206851706,0.0717344114122108,0.227398212165575,0.315457235697082,0.752414515618691,0.962905590034404
"gene-VARPA_RS23360",1373.75833913652,-0.401789126462746,0.328103997363451,-1.22457857780279,0.22073404335486,0.726613047633704
"gene-VARPA_RS25150",644.686748714576,-0.196508201890383,0.110071189599342,-1.78528280293573,0.074215456845514,0.484885757356297
"gene-VARPA_RS23720",3002.92265317605,-0.0607381175372978,0.204640921781887,-0.296803381300415,0.766616623834415,0.965236824865645
"gene-VARPA_RS03210",6210.23713127813,-0.86476071699327,0.342581877750681,-2.52424536484855,0.0115946969665402,0.199930778664823
"gene-VARPA_RS01945",3823.37956136128,-0.330701704024421,0.295661951963013,-1.11851288888802,0.263348004882873,0.775237924686864
"gene-VARPA_RS12295",36814.0342600119,0.0505753709467028,0.48988880418201,0.103238470679384,0.917773707833347,0.991489782997758
"gene-VARPA_RS25945",7257.37707945253,-0.0655680989225476,0.299611308339699,-0.218843872368818,0.826771669910824,0.975228579867622
"gene-VARPA_RS01740",209.237903086361,0.402504068053475,0.236783350480066,1.69988332050129,0.0891528748922556,0.52355553297997
"gene-VARPA_RS08215",8903.25905015967,0.667681054784909,0.670142568052137,0.99632688119726,0.319091346912497,0.818568087474866
"gene-VARPA_RS16190",10288.0038321032,0.493103704125439,0.220102879185442,2.24033282049885,0.0250693240408416,0.290418476965442
"gene-VARPA_RS11365",6818.02441539339,-0.0699625910550881,0.288138115853731,-0.242809219626478,0.808153193047264,0.973208521447623
"gene-VARPA_RS05160",1976.65252635664,-0.123276421934978,0.0928091947808797,-1.3282781110862,0.184086248116282,0.688348300719194
"gene-VARPA_RS07260",403.036270098746,-0.304438263675645,0.145928637505299,-2.08621329493733,0.0369593064765865,0.353161033164344
"gene-VARPA_RS16045",11513.5297250878,0.115422254404286,0.155420852195294,0.742643298978005,0.457697666649433,0.888521346153272
"gene-VARPA_RS10280",3468.40361691728,-0.000754393031120757,0.092182719526469,-0.0081836708115792,0.993470448292195,0.999173922856385
"gene-VARPA_RS21985",2470.72415389245,-0.723279559357315,0.251599549938308,-2.87472517154607,0.00404379314059616,0.106841271398909
"gene-VARPA_RS15165",157.391466010078,0.228821919205867,0.161482486765114,1.41700765073492,0.156480690641402,0.63864476993483
"gene-VARPA_RS20205",678.375836967208,0.0332934634842384,0.152668911854509,0.218076248005007,0.82736970338478,0.975228579867622
"gene-VARPA_RS11680",4260.25962663941,-0.081067037119043,0.172235882187861,-0.470674496447968,0.637873199551072,0.935984448550186
"gene-VARPA_RS25130",1486.65904331116,0.27197959883214,0.189958041578398,1.43178775992955,0.152204571290927,0.631100678727471
"gene-VARPA_RS18935",1751.03942897268,0.00534785553440169,0.106384503342786,0.0502691215953712,0.959907930045077,0.996575064850038
"gene-VARPA_RS21400",1340.43042171966,0.378785961869587,0.176215287770101,2.149563563201,0.0315897531700141,0.322657188406857
"gene-VARPA_RS20290",3704.0255330239,-2.0296019983528,1.0077299399916,-2.01403363918086,0.0440060018288811,0.387561630142076
"gene-VARPA_RS29050",9136.23694691011,0.186262697920208,0.142584728079762,1.30632993048184,0.191440382906957,0.695875720738036
"gene-VARPA_RS22970",783.411934418634,0.154747542320335,0.127306760028155,1.21554850886246,0.224156959235004,0.729236446903633
"gene-VARPA_RS23500",30050.0639311302,-0.296949272343828,0.469265424535261,-0.632795976046845,0.526866884864721,0.907554056548253
"gene-VARPA_RS07950",3153.36683354178,0.0551815632418811,0.122995621590619,0.448646565855399,0.653686636523579,0.937805955348934
"gene-VARPA_RS14145",156912.717771589,-0.24431029681462,0.296849024837728,-0.823011956829475,0.410501193974932,0.871169574001882
"gene-VARPA_RS25455",355.818650031662,-0.172082032866626,0.215309801887576,-0.799229906664808,0.424157113658798,0.876762407365756
"gene-VARPA_RS06775",1748.64425937454,-0.161273543729893,0.153281155302187,-1.05214201583978,0.29273439779073,0.799575261200437
"gene-VARPA_RS24820",342.008655462266,-1.62520038598125,0.404469979882149,-4.01809891170362,5.86695705299968e-05,0.00679664409370578
"gene-VARPA_RS13600",2258.63966329096,0.0392567597353077,0.142465261094343,0.275553208085663,0.782891253148747,0.967214296342915
"gene-VARPA_RS18045",5303.39847522273,-0.23198152834698,0.211215207511538,-1.09831830330829,0.272065522255222,0.784924667655869
"gene-VARPA_RS00075",1414.10919858117,-0.106205644712714,0.231571152649124,-0.458630721045104,0.646499371634151,0.937300824800591
"gene-VARPA_RS23560",3853.81866346195,-0.145264979717122,0.175196797609663,-0.829153167746655,0.407017741512415,0.869391072746276
"gene-VARPA_RS07060",778.332130906402,-0.941426103752628,0.396157096610276,-2.37639590911776,0.0174826932777169,0.243533275288715
"gene-VARPA_RS15095",8374.26559173052,0.159010395256724,0.525360791296492,0.302668942736126,0.762142168357483,0.963379857356332
"gene-VARPA_RS10755",179.00545330854,0.272542823243141,0.277106892242136,0.983529572425766,0.325346868076537,0.818568087474866
"gene-VARPA_RS19890",28607.3384793828,0.0612006733559527,0.678489014782094,0.0902014211322319,0.928127155032424,0.993257134423059
"gene-VARPA_RS22695",102.503282382039,-0.489377335505015,0.317714383560736,-1.54030588738348,0.123485809381952,0.585731114737699
"gene-VARPA_RS01165",3586.88077341929,-0.075812462109065,0.129986026927911,-0.583235474618434,0.559734793244051,0.916402694014564
"gene-VARPA_RS18195",188441.215977146,-0.150150288987009,0.423729647742729,-0.354353984402275,0.723073615186192,0.959261529194845
"gene-VARPA_RS18615",64064.4407647689,0.25758562368944,0.229417748717422,1.12277984214165,0.261531008584856,0.773099844060087
"gene-VARPA_RS27815",2372.44599880203,0.0507714212818154,0.147671160004342,0.343814061461443,0.730986124678326,0.960309770935947
"gene-VARPA_RS23310",57105.5737955022,0.0691564506031626,0.184955233381252,0.373909131084759,0.708471922781618,0.955942638986988
"gene-VARPA_RS00055",2436.78520022482,0.160897755989589,0.25008471951072,0.643372998975623,0.519982099362069,0.907204045937907
"gene-VARPA_RS00045",236.500201346433,0.00421245795148517,0.247295746951979,0.0170340897625836,0.986409420015215,0.998388613649957
"gene-VARPA_RS02075",1947.74035592642,-0.0690781037451832,0.239985673162593,-0.287842615081367,0.773467215059821,0.966430824378287
"gene-VARPA_RS20470",8281.65836952948,-0.0521242837448073,0.160513515637889,-0.324734546730615,0.745381985920789,0.961142578154787
"gene-VARPA_RS27235",6163.72005793917,-1.33872644046084,0.564950519959586,-2.36963484971499,0.0178056606636784,0.243533275288715
"gene-VARPA_RS25285",1090.15073649784,-0.145307062255756,0.153694923924082,-0.945425252479585,0.344441815061717,0.828298247301712
"gene-VARPA_RS05235",348.858590547462,0.713430919956671,0.343730266731703,2.07555455252806,0.0379351684704278,0.357623560040464
"gene-VARPA_RS30375",1994469.34010805,0.0461256390766872,0.261254765542718,0.176554249568876,0.859858532979061,0.981997235721525
"gene-VARPA_RS29000",4958.88525354845,0.133160408575894,0.186236027428042,0.715008854166764,0.474603572171718,0.895177298103431
"gene-VARPA_RS11140",3396.92647410505,-0.509245595183777,0.24915430871265,-2.04389640225363,0.0409637826490703,0.372758046341389
"gene-VARPA_RS29665",117.416220097488,-0.154622693259768,0.173348336851727,-0.891976791170624,0.372405372428361,0.847514153195483
"gene-VARPA_RS11040",2528.10467964684,-0.274898885539798,0.423273212359446,-0.649459681153534,0.516041298996044,0.906208309111526
"gene-VARPA_RS09535",716.716879297844,0.448020093741819,0.249860134096215,1.7930835399668,0.0729595671548842,0.482446138903428
